,Geo_Score,HW p-Value,LD_Score,LG,Min All. Freq,Name
0,0.198418753536,1.19216324796e-22,0.0,1,0.359528959385,s1187_290152
1,0.000134737073227,0.0369372275489,0.000180011393574,1,0.438775510204,s863_381450
2,0.000160478055112,0.00050681649095,0.00265120205767,1,0.404778972521,s1492_57885
3,0.00918730540234,0.17510957423,0.00533764396672,1,0.401800720288,s787_264617
4,0.00390190748844,0.192117596121,0.00102994883989,1,0.436900191939,s1346_227941
5,0.000196484209468,0.256611142493,0.0116019931523,1,0.443110897744,s1135_562200
6,0.00758535419709,0.40404695333,0.0163541259579,1,0.32345175228,s816_1076784
7,0.00645363220145,0.187915606495,0.967335257194,1,0.316985645933,s200_39182
8,0.00653260997198,0.642659732156,0.0562758349216,1,0.494410692588,s44_51095
9,0.001593231018,3.45430756192e-06,0.00350279219795,1,0.348826066124,s1367_16317
10,0.00582093762781,3.73790553925e-05,0.00131567033122,1,0.356540592628,s899_432971
11,0.000582433005968,0.0528528876408,0.00227629223372,1,0.316837586454,s36_910340
12,0.000870637591412,0.24860140792,0.000798047977519,1,0.357369836226,s282_483674
13,0.00137365813903,0.572907839902,0.00118603024516,1,0.499278152069,s1668_18672
14,0.00326486179432,0.309355687744,0.00327116129911,2,0.328609176075,s801_62707
15,0.000868752331892,0.248022148657,0.00192118641459,2,0.422152811148,s334_46968
16,0.0140330854868,6.43441903498e-05,0.00789973863067,2,0.497720729367,s1099_632387
17,0.00436108954266,0.0326260962548,0.0118126735996,2,0.0149378585086,s154_504353
18,0.00560057945847,0.0660211488439,0.0117441474549,2,0.461965708766,s314_526456
19,0.0734255441016,0.000169871918428,0.0157508342445,2,0.0894622618761,s2338_45429
20,0.231947265254,5.44310642787e-28,0.0856455050559,2,0.377033492823,s829_8371
21,0.0662580696799,1.54977310427e-05,0.303016476288,2,0.232949087416,s829_204463
22,0.231564721614,1.54508329339e-26,0.994731010019,2,0.376828975774,s316_93292
23,0.0551550868495,0.0302238472076,0.154435859104,2,0.205168269231,s316_257789
24,0.026486992768,0.133022719207,0.707608250321,2,0.21472905228,s444_38909
25,0.0543950683423,0.0252758717906,0.992825145365,2,0.205734165067,s60_358
26,0.00460450442933,0.511863649479,0.0247876668036,2,0.458623171024,s720_870524
27,0.00141860770813,0.766032752823,0.0399171711439,2,0.295986622074,s992_223854
28,0.0132382362473,0.291518758884,0.00870327520442,2,0.49520383693,s148_425797
29,0.00354162626956,0.0576584588767,0.0992874392839,2,0.19013915547,s1140_224946
30,0.00568191889302,0.00213580165818,0.00850018074053,2,0.0209681284448,s155_1201194
31,0.00084918482016,0.512108249446,0.00250845697512,2,0.429019797199,s531_811478
32,0.0040673653102,5.20134752728e-05,0.00280146067402,2,0.23504684122,s260_949098
33,0.00026565880024,0.236160579389,0.0021827970548,2,0.274089165868,s1180_371625
34,0.00472950844798,0.0879485421077,0.00400793131227,3,0.445907132599,s1056_246800
35,0.00301777337125,0.0239438148163,0.0026283517657,3,0.423244026068,s930_115738
36,0.00349731371448,1.21149887476e-05,0.0061583291706,3,0.433964525407,s382_741148
37,0.0181108613655,0.0409476137202,0.00671411997849,3,0.446144578313,s705_151285
38,0.00110332888133,0.0278246202115,0.00362047707778,3,0.366746411483,s235_82833
39,0.00302246161106,0.0558914075605,0.00772782497986,3,0.442220091105,s841_188142
40,0.00473370624256,0.636765532532,0.00285584090366,3,0.384578544061,s699_457945
41,0.00438773010834,0.423671131411,0.00589317816303,3,0.279408227087,s699_530828
42,0.00110413646255,0.35867154681,0.00602830432758,3,0.388849006939,s549_1270640
43,0.00249985720241,0.497696744153,0.00342760634036,3,0.493871665465,s751_467474
44,0.00123591716575,0.0967482340411,0.00429988687818,4,0.381009327912,s85_398904
45,0.00772549932223,0.0285160756575,0.0049922327483,4,0.49123228441,s743_443660
46,0.00482506375136,0.0492268003223,0.00978330983788,4,0.163282369804,s1274_366692
47,0.00419261735683,0.116687232301,0.00952855055928,4,0.465459342768,s692_198224
48,0.108351439458,2.9908362317e-17,0.0619081029452,4,0.474682025438,s91_122561
49,0.103227810609,8.84034517767e-12,0.43887664688,4,0.437094837935,s91_181717
50,0.000860513489014,0.159230121102,0.00172043888444,4,0.440086103803,s91_1005996
51,0.0913237531784,8.07646023756e-07,0.466486919973,4,0.288433908046,s1152_21836
52,0.00214863057466,0.0190081256228,0.0118814751027,4,0.461805555556,s16_391553
53,0.00422623177789,0.0852098184204,0.00729859341037,4,0.385379277339,s481_103209
54,0.000268423170246,0.471977153732,0.00267087062854,4,0.407260963336,s1258_68093
55,0.00121139687096,0.5363239634,0.00175833495343,4,0.371438831697,s682_573512
56,0.00796161964808,0.692231050394,0.00272681471987,4,0.439143950263,s2786_119740
57,0.00126620053274,0.0242533305359,0.00206949460158,4,0.472602739726,s211_597773
58,0.0535727484741,0.292045435287,0.0267932698293,5,0.357245337159,s261_720757
59,0.00757514073759,0.508719620543,0.00421129919926,5,0.419158096149,s609_51103
60,0.000230034245982,0.143107317525,0.00315372666303,5,0.449471915506,s822_183155
61,0.00343263162204,0.0480155512241,0.00562875708403,5,0.467741935484,s368_322607
62,0.00615414765963,0.542576457862,0.00269023800197,5,0.0577841451767,s7_443011
63,0.0160584637468,2.14443357129e-05,0.0141161320277,5,0.43039528603,s89_95031
64,0.000436891111327,0.408477930915,0.132789559403,5,0.31447746884,s1380_129448
65,0.00278083453729,0.305556607042,0.0979384186034,5,0.443097238896,s149_225968
66,0.00455935338598,0.559569628679,0.50094048346,5,0.453042644945,s494_499812
67,0.000227732285033,0.00987599019214,0.0171152961412,5,0.304851816444,s804_404293
68,0.00251383661314,0.173094876335,0.294676935704,5,0.468854815525,s88_362224
69,0.00124225382187,0.776813740561,0.00431936357245,5,0.492934131737,s763_365058
70,0.00118643427015,0.0748700417641,0.00492964497831,5,0.418225419664,s442_292702
71,0.0112385937625,0.228780091962,0.00953845903298,6,0.418615866892,s112_351672
72,0.00447832487357,0.572751058413,0.00521653612803,6,0.482275449102,s67_611835
73,0.00903891631576,0.407025074522,0.00559713221891,6,0.342485549133,s758_80943
74,0.00196366608207,0.44935028728,0.00538737863763,6,0.413100961538,s248_368997
75,4.58664215379e-05,0.51165730842,0.00330203204291,6,0.349891748857,s427_390429
76,0.0128020494418,0.076356599341,0.00423666415741,6,0.484495192308,s612_303555
77,0.000601399862527,4.74954779057e-05,0.0024472493628,6,0.391755062681,s694_100451
78,0.00230279444377,0.0767037453781,0.00689207218874,6,0.492322456814,s1387_197749
79,0.000867896250627,0.289836830893,0.00186443051343,6,0.195996163989,ros_assembly_473914
80,0.447350504355,2.07093048594e-201,0.194004152608,6,0.391706730769,ros_assembly_543443
81,0.447445479701,1.89816189985e-181,0.970452207328,6,0.399904214559,ros_assembly_567004
82,0.322244746261,3.37278137817e-101,0.756753910382,6,0.322371579453,ros_assembly_575837
83,0.0215111091832,1.79964861089e-05,0.0899276757194,6,0.396124217622,ros_assembly_576271
84,0.246579848007,3.70747148795e-71,0.596387281405,6,0.298328488372,ros_assembly_620992
85,0.356921383309,1.0995005941e-121,0.80948140523,6,0.381667467564,ros_assembly_653015
86,0.288109697708,3.07438877254e-82,0.697903923724,6,0.305210325048,ros_assembly_670530
87,0.378773453799,6.46060746908e-131,0.730054064475,6,0.453833172613,ros_assembly_715001
88,0.191269737435,2.26365462072e-41,0.403249375786,6,0.246695505888,ros_assembly_737420
89,0.0121630081136,0.199816426381,0.0118144310524,6,0.44201861131,ros_assembly_744403
